startphrase,ending1,ending2,labels,qid
The sculptor work be as creative as sea urchin guacamole taco ,The sculptor work be really overdone . ,The sculptor work be very innovative . ,1,406
Our internet speed be as fast as a tiger ,Our internet speed be very fast ,Our internet speed be very slow ,0,409
Our internet speed be as fast as a snail ,Our internet speed be very fast ,Our internet speed be very slow ,1,409
The clone have the identicality of two file in a computer after hit copy/paste ,The clone be identical ,The clone be not identical ,0,411
The clone have the identicality of two half sibling bear decade apart ,The clone be identical ,The clone be not identical ,1,411
The classroom be like a freezer ,The classroom be really cold . ,The classroom be really hot . ,0,415
The classroom be like an oven ,The classroom be really cold . ,The classroom be really hot . ,1,415
The band play like a giraffe calf . ,The band play like clumsy beginner . ,The band play with great precision . ,0,418
The band play like a neurosurgeon . ,The band play like clumsy beginner . ,The band play with great precision . ,1,418
The politician value be as sincere as that complement you just get from the used car salesperson . ,The value be insincere . ,The value change position often and quickly . ,0,420
The politician value be as firmly hold a tumbleweed in a storm . ,The value be insincere . ,The value change position often and quickly . ,1,420
His value be like the tide ,His value be constantly change ,His value be set and predictable ,0,426
His value be like the sun rise in the east and setting in the west ,His value be constantly change ,His value be set and predictable ,1,426
This cartoon be as violent as Normandy ,The cartoon be violent ,The cartoon be innocent and unoffending ,0,427
This cartoon be as violent as a kindergarten play ,The cartoon be violent ,The cartoon be innocent and unoffending ,1,427
She be loud like a cat . ,She be very loud . ,She be very quiet . ,0,428
She be loud like a sloth . ,She be very loud . ,She be very quiet . ,1,428
They be as close as politician . ,The be not close at all . ,They be very close . ,0,430
They be as close as churchgoer . ,The be not close at all . ,They be very close . ,1,430
Her style be Harvard ,Her style be advanced ,Her style be underdeveloped ,0,436
Her style be Kindergarten ,Her style be advanced ,Her style be underdeveloped ,1,436
This book be as riveting as watch grass grow ,The book be boring and uneventful ,The book be over stimulate ,0,438
This book be as riveting as watch a circus ,The book be boring and uneventful ,The book be over stimulate ,1,438
The image have the beauty of an angel . ,The image be beautiful . ,The image be hideous . ,0,443
The image have the beauty of a garbage can . ,The image be beautiful . ,The image be hideous . ,1,443
The dinner taste like bliss . ,The dinner taste good . ,The dinner taste horrible . ,0,444
The dinner taste like death . ,The dinner taste good . ,The dinner taste horrible . ,1,444
Her knowledge be as vast as the universe ,She have much knowledge ,She have little knowledge ,0,450
Her knowledge be as vast as a broom closet ,She have much knowledge ,She have little knowledge ,1,450
Her mind be as clear as a foggy marsh ,Her mind be confuse ,Her mind be sharp ,0,451
Her mind be as clear as a sunny day in May ,Her mind be confuse ,Her mind be sharp ,1,451
The classroom be a firestorm ,The classroom be in chaos . ,The classroom be orderly . ,0,452
The classroom be a military training ,The classroom be in chaos . ,The classroom be orderly . ,1,452
After the woman talk to him the man ego be a pancake ,The man ego shrank . ,The man ego grow . ,0,454
After the woman talk to him the man ego be a balloon ,The man ego shrank . ,The man ego grow . ,1,454
She have a butt like two bulldog fight in a burlap sack ,Her butt be fat and round ,Her butt be flat and uninteresting ,0,455
She have a butt like a stack of office paper ,Her butt be fat and round ,Her butt be flat and uninteresting ,1,455
Watching that TV show be like go to the dentist ,Watching the TV show be boring and painful ,Watching the TV show be so good it be an almost otherworldly experience ,0,456
Watching that TV show be like sit in on a Ted talk by God himself ,Watching the TV show be boring and painful ,Watching the TV show be so good it be an almost otherworldly experience ,1,456
The air be as fresh as a flower ,The air smell fresh . ,The air smell horrible . ,0,467
The air be as fresh as a landfill ,The air smell fresh . ,The air smell horrible . ,1,467
you be as bright as the night ,You be dumb ,You be smart ,0,471
you be as bright a star ,You be dumb ,You be smart ,1,471
The dress fit as well as a condom ,The dress fit well . ,The dress fit terribly . ,0,474
The dress fit as well as sweatpants ,The dress fit well . ,The dress fit terribly . ,1,474
The air in the town often have the fragrance of An open sewer ,The air in the town smell bad ,The air in the town smell good ,0,475
The air in the town often have the fragrance of A field of flower ,The air in the town smell bad ,The air in the town smell good ,1,475
The oil inventory in the store rang of A struggle business ,The oil inventory be sparse ,The oil inventory be plentiful ,0,476
The oil inventory in the store rang of A business in the land of plenty ,The oil inventory be sparse ,The oil inventory be plentiful ,1,476
The portrayal of the historic figure in the play be As fake as a three dollar bill ,The portrayal of the historic figure be phony ,The portrayal of the historic figure be well do ,0,477
The portrayal of the historic figure in the play be As solid as a brick wall ,The portrayal of the historic figure be phony ,The portrayal of the historic figure be well do ,1,477
It have the lifespan of a Jurupa Oak tree clone ,It live for a long time ,It do not have long to live ,0,478
It have the lifespan of a drunkard on a busy highway ,It live for a long time ,It do not have long to live ,1,478
The shampoo have the moisturize power of a lotion make by Poseidon ,It moisturize very well ,It do not moisturize well ,0,479
The shampoo have the moisturize power of a desert horn lizard ,It moisturize very well ,It do not moisturize well ,1,479
The goat have the drowsiness of a sloth after down a bottle of melatonin ,The goat be very drowsy ,The goat be wide awake and alert ,0,480
The goat have the drowsiness of a robber during a home invasion ,The goat be very drowsy ,The goat be wide awake and alert ,1,480
Her hair be her armor ,Her hair make her feel confident . ,Her hair make her feel insecure . ,0,481
Her hair be her Achilles heel . ,Her hair make her feel confident . ,Her hair make her feel insecure . ,1,481
The roadtrip be an all out assault . ,The roadtrip be extremely stressful ,The roadtrip be relax . ,0,483
The roadtrip be a massage on wheel . ,The roadtrip be extremely stressful ,The roadtrip be relax . ,1,483
The man have the presence of a tower ,The man be noticeable and have lot of presence . ,The man be unnoticed and lacked presence . ,0,489
The man have the presence of a mouse ,The man be noticeable and have lot of presence . ,The man be unnoticed and lacked presence . ,1,489
Her passion for school be a fire ,She have a lot of passion for school ,She have very little passion for school ,0,490
Her passion for school be a drip ,She have a lot of passion for school ,She have very little passion for school ,1,490
The chemical burn be the size of Texas ,The burn be big ,The burn be tiny ,0,491
The chemical burn be the size of a flea ,The burn be big ,The burn be tiny ,1,491
His test question have the difficulty of string theory ,The question be hard ,The question be easy ,0,492
His test question have the difficulty of the ABC ,The question be hard ,The question be easy ,1,492
The movie be as predictable as a hungry baby cry ,The movie could be totally predict . ,The movie could not be predict at all . ,0,493
The movie be as predictable as San Francisco weather ,The movie could be totally predict . ,The movie could not be predict at all . ,1,493
The girl get as much attention as a diamond ring ,The girl get shower with attention . ,The girl do not get any attention at all . ,0,494
The girl get as much attention as a paper bag ,The girl get shower with attention . ,The girl do not get any attention at all . ,1,494
The girl friend be as flaky as pie crust ,The girl friend be unreliable . ,The girl friend be totally reliable . ,0,495
The girl friend be as flaky as a bar of iron ,The girl friend be unreliable . ,The girl friend be totally reliable . ,1,495
The meeting be an ant colony of idea . ,There be a lot of idea be share at the meeting . ,The meeting have a total lack of idea . ,0,497
The meeting be a cold desert of idea . ,There be a lot of idea be share at the meeting . ,The meeting have a total lack of idea . ,1,497
He have the graciousness of a king at court . ,He be very gracious . ,He be not very gracious . ,0,499
He have the graciousness of a jester at court . ,He be very gracious . ,He be not very gracious . ,1,499
Their marriage have the passion of a starving artist . ,Their marriage be very passionate . ,Their marriage be not very passionate . ,0,500
Their marriage have the passion of sleep tortoise . ,Their marriage be very passionate . ,Their marriage be not very passionate . ,1,500
Our relationship be a leap from an airplane . ,The relationship be excite but frighten . ,The relationship be peaceful . ,0,501
